order_id,restaurant_id,customer_id,carrier_id,customer_lat,customer_lon,date,time,is_peak_time,is_weekend,carrier_vehicle,shopping_cart,coupon_discount,order_price,shortest_distance_to_customer,travel_time_minutes,restaurant_rating,delivery_charges
ORD025120,REST0978,CUST13387,COUR1025,-37.8003413,144.9502061,2020-01-06,14:50:06,0,0,Bike,"[('butter naan', 2), ('kulfi', 3)]",20,75.22,2019,10,7.22,3.295
ORD025535,REST2023,CUST05633,COUR0994,-37.8122532,144.9388133,2020-06-20,23:52:05,0,1,Car,"[('appam', 3), ('vegetable stew', 2), ('duck roast', 2), ('roast chicken', 3)]",0,139.82,1096,2,8.39,4.0136
ORD026836,REST1829,CUST02058,COUR1809,-37.8044416,144.9508031,2020-12-02,15:29:40,0,0,Car,"[('egg fried rice', 3), ('sweet corn soup', 1)]",40,79.98,2673,6,6.44,3.4321
ORD026989,REST1829,CUST12088,COUR4141,-37.7993265,144.9631099,2020-08-24,00:23:44,0,0,Car,"[('sweet corn soup', 2), ('chowmein', 3), ('manchurian', 2), ('egg fried rice', 3)]",20,69.86,4238,10,6.44,3.6283
ORD028500,REST2023,CUST02024,COUR1760,-37.8022175,144.9507993,2020-09-28,17:48:07,0,0,Motorbike,"[('duck roast', 1), ('roast chicken', 2), ('vegetable stew', 3), ('appam', 1)]",20,92.93,2228,4,8.39,3.0182
ORD030074,REST0978,CUST08534,COUR4266,-37.815319,144.9367754,2020-12-04,23:16:29,0,0,Motorbike,"[('sweet corn soup', 3), ('chicken tikka', 2), ('kulfi', 3)]",10,70.33,3887,7,7.22,3.5852
ORD030434,REST0774,CUST10060,COUR3884,-37.812667,144.9473703,2020-07-17,21:09:53,0,0,Bike,"[('pasta', 2), ('cocktails', 2), ('beer', 3), ('sunday brunch', 3)]",10,56.66,2396,11,9.51,3.9247
ORD030948,REST0978,CUST10429,COUR0880,-37.8180834,144.9661608,2020-06-16,04:01:19,0,0,Bike,"[('sweet corn soup', 3), ('chicken tikka', 3)]",20,102.86,2422,12,7.22,4.3621
ORD031095,REST2023,CUST10138,COUR1909,-37.8029263,144.988022,2020-10-06,02:50:06,0,0,Bike,"[('duck roast', 1), ('vegetable stew', 1)]",0,56.49,4645,23,8.39,5.0785
ORD031761,REST0978,CUST03341,COUR1619,-37.8083929,144.955658,2020-05-26,16:13:11,0,0,Car,"[('kulfi', 1), ('beef chilli', 3), ('steak', 2)]",0,32.1,2046,4,7.22,3.3035
ORD032248,REST1420,CUST10575,COUR4418,-37.8064176,144.9324749,2020-08-01,12:55:23,1,1,Car,"[('chicken biryani', 3), ('roast beef', 2), ('fish fry', 2), ('masala dosa', 2)]",0,102.18,1978,4,9.26,5.3646
ORD032413,REST0774,CUST04286,COUR0342,-37.8239236,144.990595,2020-04-25,14:22:25,0,1,Car,"[('beer', 3), ('pasta', 1)]",20,60.3,2602,6,7.61,4.2625
ORD033017,REST2023,CUST06691,COUR4810,-37.8076064,144.9708938,2020-06-19,16:40:52,0,0,Motorbike,"[('duck roast', 2), ('appam', 1), ('vegetable stew', 1), ('roast chicken', 3)]",0,49.59,2647,5,6.71,3.2938
ORD033067,REST1420,CUST02984,COUR1421,-37.7992141,144.9622938,2020-01-23,19:03:17,1,0,Car,"[('chicken biryani', 3), ('beef curry', 1), ('roast beef', 3), ('beef fry', 3)]",45,29.72,1610,3,9.26,4.5011
ORD033280,REST2023,CUST08891,COUR0318,-37.8174369,144.9952241,2020-04-22,14:18:27,0,0,Motorbike,"[('appam', 2), ('vegetable stew', 1)]",20,81.05,4852,9,8.39,3.8094
ORD033579,REST2023,CUST03787,COUR0212,-37.8236612,144.9369122,2020-09-05,00:39:33,0,1,Bike,"[('appam', 2), ('duck roast', 3)]",0,114.1,1911,9,8.39,4.9279
ORD033801,REST0774,CUST11389,COUR4421,-37.8093322,144.9731214,2020-11-11,23:40:13,0,0,Motorbike,"[('sunday brunch', 3), ('pasta', 2)]",10,125.28,1862,3,9.51,3.111
ORD033952,REST0774,CUST12640,COUR1442,-37.8039223,144.9493298,2020-12-01,05:32:18,0,0,Motorbike,"[('new zealand lamb chops', 1), ('pasta', 2), ('shotgun chicken', 1)]",40,67.6,2505,5,7.61,3.2236
ORD035025,REST1420,CUST09040,COUR1566,-37.8003145,144.9541207,2020-09-21,18:27:41,1,0,Car,"[('masala dosa', 3), ('beef curry', 3)]",0,101.52,796,1,7.41,4.5237
ORD035142,REST1829,CUST05308,COUR2926,-37.8187538,144.967203,2020-11-16,04:01:19,0,0,Car,"[('momos', 1), ('noodles', 3), ('egg fried rice', 3)]",20,85.14,3016,7,8.05,3.7829
ORD035157,REST1420,CUST05232,COUR1316,-37.8225727,144.9609943,2020-09-13,08:30:19,0,1,Car,"[('chicken curry', 1), ('roast beef', 1)]",0,49.83,2729,6,7.41,4.553
ORD035385,REST1420,CUST09740,COUR2491,-37.810688,144.9855034,2020-05-11,05:28:21,0,0,Bike,"[('chicken biryani', 2), ('masala dosa', 1)]",40,24.49,3610,18,9.26,4.3976
ORD035692,REST1420,CUST04529,COUR4181,-37.8147677,144.9491348,2020-06-02,06:35:36,0,0,Motorbike,"[('beef curry', 3), ('masala dosa', 2), ('fish fry', 1)]",0,137.09,2201,4,9.26,3.1815
ORD035752,REST1420,CUST13315,COUR4424,-37.8224787,144.9399782,2020-07-05,05:52:05,0,1,Bike,"[('chicken biryani', 3), ('masala dosa', 1), ('beef fry', 3), ('beef curry', 3)]",45,46.33,3639,18,9.26,4.4811
ORD038508,REST2023,CUST01427,COUR4461,-37.8093687,144.9684071,2020-06-04,15:17:48,0,0,Motorbike,"[('duck roast', 2), ('vegetable stew', 3)]",0,138.22,2464,4,6.71,2.9136
ORD039257,REST1420,CUST11349,COUR1629,-37.8121826,145.0163879,2020-11-21,06:19:46,0,1,Car,"[('fish fry', 1), ('chicken curry', 2), ('beef curry', 1)]",0,85.34,6779,16,7.41,4.8587
ORD039323,REST1420,CUST07570,COUR3080,-37.8179481,144.9485035,2020-05-12,21:05:56,0,0,Bike,"[('beef fry', 3), ('chicken curry', 1), ('masala dosa', 2)]",45,58.65,2149,10,9.26,3.7072
ORD040110,REST1420,CUST09025,COUR3668,-37.822891,144.9364294,2020-08-13,02:38:14,0,0,Motorbike,"[('chicken biryani', 1), ('chicken curry', 3)]",0,132.84,3808,7,9.26,3.2728
ORD041498,REST0978,CUST13232,COUR2699,-37.821232,144.9780544,2020-11-27,20:46:09,0,0,Motorbike,"[('chicken tikka', 1), ('butter naan', 3), ('beef chilli', 3), ('mudpie', 3)]",10,30.75,2763,5,7.22,2.8786
ORD042361,REST2023,CUST08388,COUR1000,-37.801065,144.9638394,2020-10-30,22:44:50,0,0,Car,"[('vegetable stew', 3), ('roast chicken', 2), ('appam', 1), ('duck roast', 1)]",10,68.97,2870,6,8.39,3.1571
ORD042718,REST2023,CUST03765,COUR2551,-37.8275232,144.9511724,2020-10-19,08:34:17,0,0,Bike,"[('vegetable stew', 1), ('appam', 3), ('duck roast', 2), ('roast chicken', 1)]",10,102.46,1510,7,6.71,3.739
ORD043322,REST0774,CUST09354,COUR0792,-37.8107426,144.9753661,2020-07-28,23:32:18,0,0,Car,"[('cocktails', 3), ('beer', 3), ('shotgun chicken', 3)]",0,151.16,1708,4,7.61,2.8309
ORD045197,REST0774,CUST12214,COUR1093,-37.8243312,144.9524688,2020-10-01,14:30:19,0,0,Motorbike,"[('new zealand lamb chops', 2), ('sunday brunch', 1), ('cocktails', 2)]",40,38.56,1174,2,7.61,2.7888
ORD045287,REST2023,CUST00314,COUR3674,-37.801128,144.9551153,2020-04-26,09:13:50,0,1,Car,"[('vegetable stew', 3), ('duck roast', 1), ('roast chicken', 1), ('appam', 3)]",40,61.7,2461,5,8.39,4.4201
ORD045911,REST2023,CUST07938,COUR3982,-37.813178,144.9738688,2020-10-23,22:48:47,0,0,Car,"[('vegetable stew', 3), ('roast chicken', 1), ('appam', 1)]",0,82.42,2842,6,6.71,3.6353
ORD046141,REST1829,CUST09916,COUR2220,-37.8263639,144.9518351,2020-12-02,02:26:22,0,0,Car,"[('momos', 1), ('chowmein', 1), ('noodles', 1)]",0,98.31,3579,8,6.44,4.1465
ORD048114,REST2023,CUST05298,COUR1086,-37.8180376,144.9694175,2020-06-06,01:42:51,0,1,Motorbike,"[('appam', 2), ('duck roast', 1)]",10,90.29,2533,5,8.39,4.4349
ORD049479,REST0774,CUST06312,COUR4259,-37.8063272,144.9560899,2020-05-10,18:59:20,1,1,Car,"[('red wine sangria', 1), ('cocktails', 2), ('pasta', 3), ('sunday brunch', 1)]",10,58.18,1928,4,9.51,5.6732
ORD049664,REST1829,CUST10237,COUR1000,-37.81792,144.9671097,2020-12-13,20:34:17,0,1,Car,"[('manchurian', 1), ('chowmein', 1), ('sweet corn soup', 2), ('momos', 3)]",40,41.47,3034,7,6.44,4.3544
ORD049750,REST1829,CUST10855,COUR3927,-37.7992142,144.9876935,2020-08-19,18:31:38,1,0,Bike,"[('egg fried rice', 1), ('momos', 3)]",40,27.42,6329,31,6.44,7.7001
ORD051630,REST1420,CUST09456,COUR4741,-37.8006219,144.9781021,2020-05-26,03:09:53,0,0,Car,"[('fish fry', 3), ('roast beef', 2), ('masala dosa', 2), ('beef fry', 3)]",0,108.67,3091,7,7.41,3.3857
ORD051724,REST0978,CUST00711,COUR3342,-37.8155496,144.9679983,2020-06-09,01:19:07,0,0,Motorbike,"[('sweet corn soup', 1), ('mutton biryani', 2), ('kulfi', 2), ('chicken tikka', 2)]",10,91.94,2119,4,9.02,3.6584
ORD052286,REST1829,CUST02272,COUR4764,-37.8190576,144.9642453,2020-02-16,12:47:28,1,1,Bike,"[('momos', 1), ('chowmein', 3)]",0,88.04,2738,13,6.44,6.7439
ORD052756,REST1420,CUST11707,COUR4716,-37.8100036,144.9953046,2020-08-03,13:50:46,1,0,Car,"[('beef curry', 2), ('chicken curry', 1), ('masala dosa', 2), ('roast beef', 3)]",40,26.65,4337,10,7.41,5.1221
ORD053034,REST1829,CUST07508,COUR3955,-37.8151352,144.9450883,2020-12-18,20:54:03,0,0,Car,"[('noodles', 2), ('manchurian', 2), ('sweet corn soup', 3), ('momos', 1)]",0,70.99,2814,6,8.05,3.6175
ORD054718,REST0978,CUST10043,COUR2108,-37.8001434,144.9502837,2020-11-07,05:40:13,0,1,Motorbike,"[('beef chilli', 1), ('sweet corn soup', 2), ('mutton biryani', 2), ('butter naan', 1)]",20,77.04,2015,4,7.22,3.9511
ORD054934,REST1829,CUST07484,COUR0119,-37.8031312,144.929427,2020-09-28,17:08:34,0,0,Bike,"[('egg fried rice', 3), ('noodles', 3)]",0,31.71,2822,14,6.44,3.8428
ORD055123,REST1829,CUST11053,COUR4234,-37.8075319,144.9555885,2020-03-30,23:36:15,0,0,Motorbike,"[('chowmein', 3), ('noodles', 1)]",0,77.37,3069,6,6.44,3.2172
ORD055420,REST0978,CUST10675,COUR3537,-37.818105,144.9802333,2020-12-27,12:27:41,1,1,Motorbike,"[('kulfi', 3), ('mudpie', 3)]",45,33.32,2592,5,7.22,5.6031
ORD055721,REST1420,CUST09333,COUR1748,-37.8200187,144.9612976,2020-10-10,23:44:10,0,1,Bike,"[('masala dosa', 2), ('beef curry', 3), ('fish fry', 1)]",0,95.36,2438,12,9.26,4.9277
ORD056290,REST0774,CUST00610,COUR3325,-37.8221915,144.9476644,2020-01-08,16:40:52,0,0,Car,"[('pasta', 3), ('new zealand lamb chops', 2), ('sunday brunch', 3), ('cocktails', 1)]",0,124.69,1533,3,7.61,3.119
ORD057180,REST0774,CUST06742,COUR3018,-37.8073053,144.9732282,2020-02-19,20:42:11,0,0,Car,"[('pasta', 3), ('cocktails', 3)]",40,71.71,2091,5,9.51,3.1593
ORD057397,REST0978,CUST00148,COUR1701,-37.8207972,144.9942398,2020-11-02,00:39:33,0,0,Bike,"[('mutton biryani', 2), ('beef chilli', 3), ('kulfi', 1)]",20,35.36,3753,18,7.22,4.6003
ORD058910,REST1420,CUST07561,COUR1574,-37.8093417,144.9923949,2020-02-08,08:58:01,0,1,Bike,"[('fish fry', 1), ('beef fry', 3), ('chicken biryani', 2)]",10,82.58,4109,20,9.26,6.0266
ORD059102,REST1420,CUST04134,COUR0531,-37.8188613,144.9848736,2020-06-07,11:08:34,0,1,Bike,"[('fish fry', 3), ('beef fry', 3), ('roast beef', 2), ('masala dosa', 1)]",0,64.26,4188,20,9.26,5.5163
ORD059558,REST2023,CUST01324,COUR3042,-37.8122321,144.9898339,2020-05-09,16:01:19,0,1,Car,"[('appam', 2), ('vegetable stew', 3), ('duck roast', 1)]",10,82.17,4401,10,6.71,6.0766
ORD059851,REST1420,CUST12763,COUR2182,-37.8108766,145.0141308,2020-05-07,10:48:47,0,0,Car,"[('chicken curry', 3), ('chicken biryani', 2), ('beef fry', 3)]",20,75.62,6052,14,7.41,3.7484
ORD059899,REST1829,CUST02524,COUR4801,-37.8099614,144.9360533,2020-12-02,12:31:38,1,0,Car,"[('egg fried rice', 2), ('chowmein', 3), ('sweet corn soup', 2)]",0,189.72,2532,6,6.44,5.091
ORD060122,REST1829,CUST10385,COUR0307,-37.8025726,144.9923104,2020-04-28,19:46:48,1,0,Bike,"[('momos', 1), ('sweet corn soup', 1), ('egg fried rice', 3), ('noodles', 3)]",0,73.57,6426,32,8.05,7.2572
ORD060193,REST2023,CUST11155,COUR3269,-37.8060592,144.9460326,2020-05-07,10:09:13,0,0,Bike,"[('vegetable stew', 2), ('duck roast', 1)]",40,38.78,1753,8,6.71,3.749
ORD060634,REST0774,CUST12427,COUR3095,-37.8097705,144.9471176,2020-07-12,17:32:18,0,1,Bike,"[('cocktails', 1), ('shotgun chicken', 2), ('beer', 3), ('sunday brunch', 1)]",0,46.62,2390,11,7.61,5.1193
ORD061374,REST1420,CUST13126,COUR2503,-37.8110771,144.9502074,2020-03-31,01:42:51,0,0,Bike,"[('chicken curry', 1), ('beef fry', 3), ('masala dosa', 3)]",0,82.93,1149,5,9.26,3.4635
ORD061914,REST0774,CUST05960,COUR3650,-37.8205013,144.9656908,2020-06-29,17:28:21,0,0,Car,"[('beer', 3), ('cocktails', 1), ('red wine sangria', 3), ('sunday brunch', 3)]",10,73.06,415,0,7.61,2.6538
ORD062028,REST0774,CUST01817,COUR2137,-37.8243704,144.9875798,2020-02-26,06:27:41,0,0,Bike,"[('shotgun chicken', 3), ('pasta', 2), ('red wine sangria', 2)]",40,77.21,2375,11,7.61,3.5266
ORD063072,REST0978,CUST10754,COUR4988,-37.8100517,144.9836969,2020-06-17,20:14:30,0,0,Bike,"[('mudpie', 2), ('mutton biryani', 2), ('kulfi', 3)]",45,29.01,2078,10,7.22,3.6422
ORD063293,REST2023,CUST08974,COUR2701,-37.8099791,144.9904089,2020-12-20,20:26:22,0,1,Motorbike,"[('vegetable stew', 2), ('duck roast', 3), ('roast chicken', 2), ('appam', 1)]",45,35.54,4403,8,8.39,4.504
ORD063917,REST2023,CUST11710,COUR4890,-37.8033755,144.9829053,2020-10-17,10:29:00,0,1,Car,"[('appam', 3), ('duck roast', 2)]",0,116.84,4096,9,8.39,4.6683
ORD064751,REST1420,CUST00659,COUR2002,-37.8023916,144.9981578,2020-11-22,15:57:21,0,1,Bike,"[('beef curry', 1), ('roast beef', 2)]",0,77.52,4955,24,7.41,5.94
ORD064808,REST0774,CUST04633,COUR4538,-37.8031529,144.9367305,2020-03-02,23:40:13,0,0,Motorbike,"[('beer', 1), ('red wine sangria', 1)]",40,35.18,3496,6,9.51,3.1937
ORD065638,REST1420,CUST08640,COUR3713,-37.8020571,144.9541768,2020-04-04,02:58:01,0,1,Motorbike,"[('chicken curry', 2), ('beef curry', 3), ('masala dosa', 2)]",0,142.15,719,1,7.41,3.7832
ORD068142,REST2023,CUST09757,COUR1886,-37.8131542,144.9477855,2020-05-19,07:58:40,0,0,Car,"[('roast chicken', 3), ('appam', 1), ('vegetable stew', 2), ('duck roast', 3)]",0,81.98,1950,4,6.71,3.2468
ORD068335,REST1829,CUST11192,COUR3898,-37.8076225,144.9489486,2020-01-27,00:19:46,0,0,Car,"[('egg fried rice', 1), ('chowmein', 1)]",20,52.61,2690,6,6.44,3.5843
ORD068501,REST2023,CUST02083,COUR4966,-37.8019774,145.0155861,2020-04-19,23:52:05,0,1,Bike,"[('duck roast', 1), ('roast chicken', 3)]",45,87.48,7854,39,8.39,7.8472
ORD068597,REST1829,CUST00198,COUR0255,-37.8031755,144.9694427,2020-09-26,23:04:36,0,1,Bike,"[('chowmein', 1), ('egg fried rice', 1), ('manchurian', 2)]",0,37.82,4407,22,6.44,5.7791
ORD070300,REST1829,CUST03776,COUR2439,-37.8244237,144.9365901,2020-07-30,15:21:45,0,0,Motorbike,"[('noodles', 1), ('momos', 1)]",0,76.87,4375,8,6.44,4.0322
ORD070675,REST2023,CUST00631,COUR1890,-37.8056933,144.94122,2020-07-24,19:19:07,1,0,Car,"[('duck roast', 3), ('appam', 2), ('vegetable stew', 1), ('roast chicken', 1)]",0,101.45,1660,3,6.71,4.8048
ORD070929,REST0774,CUST13484,COUR2265,-37.8066767,144.9451204,2020-08-04,21:33:37,0,0,Bike,"[('new zealand lamb chops', 3), ('red wine sangria', 1)]",40,95.41,2781,13,7.61,3.9759
ORD072818,REST2023,CUST09322,COUR3936,-37.8096457,144.9554735,2020-12-15,18:31:38,1,0,Car,"[('roast chicken', 3), ('appam', 2), ('vegetable stew', 2), ('duck roast', 1)]",10,86.7,1432,3,8.39,4.8004
ORD073846,REST1420,CUST04481,COUR3852,-37.8190779,144.9738123,2020-12-09,22:32:58,0,0,Bike,"[('beef fry', 2), ('beef curry', 1), ('masala dosa', 2), ('roast beef', 1)]",0,99.39,3382,16,9.26,4.4295
ORD074311,REST0774,CUST03024,COUR3147,-37.8245789,144.969445,2020-06-22,23:20:26,0,0,Car,"[('new zealand lamb chops', 1), ('pasta', 1), ('beer', 2)]",0,221.66,1136,2,9.51,3.0129
ORD074783,REST2023,CUST03217,COUR0793,-37.8090207,144.907165,2020-12-08,11:48:07,0,0,Car,"[('appam', 1), ('duck roast', 2)]",20,82.37,4061,9,6.71,3.7284
ORD074910,REST0774,CUST09337,COUR2371,-37.8193103,144.9610766,2020-11-27,17:52:05,0,0,Motorbike,"[('cocktails', 1), ('pasta', 3), ('new zealand lamb chops', 3), ('beer', 1)]",0,143.02,277,0,7.61,2.5657
ORD075134,REST1829,CUST08441,COUR0017,-37.8032288,144.9633602,2020-05-18,06:35:36,0,0,Bike,"[('sweet corn soup', 3), ('egg fried rice', 1), ('chowmein', 1)]",0,47.46,4046,20,8.05,5.0301
ORD075310,REST1420,CUST13484,COUR3493,-37.8066767,144.9451204,2020-02-14,05:56:02,0,0,Bike,"[('chicken curry', 1), ('chicken biryani', 2), ('beef curry', 3), ('masala dosa', 3)]",20,89.8,952,4,9.26,3.0142
ORD075505,REST1420,CUST12504,COUR3125,-37.8187569,144.9532343,2020-11-25,12:59:20,1,0,Bike,"[('chicken biryani', 1), ('masala dosa', 2), ('roast beef', 2)]",0,78.6,2119,10,7.41,5.2237
ORD078121,REST0978,CUST08692,COUR2881,-37.8062509,144.9598532,2020-07-15,16:13:11,0,0,Motorbike,"[('butter naan', 2), ('mutton biryani', 3), ('chicken tikka', 1)]",10,56.57,1538,3,7.22,2.9716
ORD078663,REST0978,CUST11807,COUR0017,-37.822615,144.9581003,2020-06-21,12:07:54,1,1,Bike,"[('beef chilli', 1), ('mudpie', 3)]",40,37.3,3392,16,9.02,6.7959
ORD078828,REST0978,CUST06079,COUR0010,-37.8075388,144.9420387,2020-03-04,06:23:44,0,0,Car,"[('butter naan', 2), ('steak', 3), ('beef chilli', 3), ('mutton biryani', 3)]",0,117.74,3349,8,9.02,3.3136
ORD079021,REST0774,CUST03361,COUR3554,-37.8215079,144.9636112,2020-08-10,05:16:29,0,0,Bike,"[('sunday brunch', 2), ('red wine sangria', 1), ('shotgun chicken', 3), ('beer', 2)]",0,120.09,390,1,7.61,2.4423
ORD079666,REST0978,CUST13996,COUR2497,-37.8104418,144.9614008,2020-05-17,16:44:50,0,1,Bike,"[('mudpie', 1), ('kulfi', 2)]",0,69.58,1619,8,9.02,4.4956
ORD080074,REST1420,CUST05782,COUR2959,-37.8098935,144.9417416,2020-09-26,08:38:14,0,1,Car,"[('beef curry', 1), ('chicken curry', 2), ('roast beef', 1), ('fish fry', 2)]",45,51.72,2395,5,9.26,4.2977
ORD080335,REST0774,CUST11169,COUR0275,-37.8099268,144.944849,2020-04-09,05:24:23,0,0,Bike,"[('pasta', 2), ('shotgun chicken', 2)]",0,84.54,2544,12,9.51,3.7368
