order_id,restaurant_id,customer_id,carrier_id,customer_lat,customer_lon,date,time,is_peak_time,is_weekend,carrier_vehicle,shopping_cart,coupon_discount,order_price,shortest_distance_to_customer,travel_time_minutes,restaurant_rating,delivery_charges
ORD108070,REST0774,CUST13977,COUR2605,-37.813050200000006,144.9513876,2020-08-02,16:29:00,0,1,Bike,"[('cocktails', 3), ('pasta', 2)]",10,82.008,1731,9,9.51,4.3055
ORD327497,REST0978,CUST02007,COUR0003,-37.8136771,145.01295469999997,2020-03-15,16:17:08,0,1,Motorbike,"[('butter naan', 2), ('beef chilli', 2), ('chicken tikka', 1)]",45,60.786,4773,10,9.02,4.4748
ORD072416,REST1420,CUST05636,COUR2573,-37.8127253,144.9383965,2020-06-10,15:41:32,0,0,Bike,"[('roast beef', 1), ('fish fry', 1)]",40,19.092,2015,10,9.26,3.5899
ORD023433,REST2023,CUST12170,COUR2360,-37.8021972,144.9630762,2020-02-13,08:42:11,0,0,Motorbike,"[('roast chicken', 1), ('duck roast', 3)]",0,46.03,2709,5,8.39,3.2183
ORD241622,REST0774,CUST08272,COUR3824,-37.821021,144.95580669999995,2020-09-03,01:11:12,0,0,Motorbike,"[('cocktails', 2), ('beer', 2), ('pasta', 2)]",0,85.96,751,2,9.51,3.1501
ORD140033,REST0978,CUST13832,COUR1537,-37.8187613,144.96252880000003,2020-04-06,22:52:44,0,0,Car,"[('sweet corn soup', 1), ('butter naan', 1), ('mutton biryani', 1), ('chicken tikka', 3)]",10,97.569,2675,6,9.02,2.8553
ORD227417,REST1829,CUST04512,COUR3411,-37.8203862,144.9534083,2020-07-15,14:22:25,0,0,Car,"[('noodles', 1), ('manchurian', 3)]",0,49.75,1806,4,8.05,3.1049
ORD063806,REST2023,CUST03865,COUR3160,-37.8159539,144.9865358,2020-01-01,00:43:30,0,0,Motorbike,"[('duck roast', 3), ('roast chicken', 3), ('vegetable stew', 3), ('appam', 2)]",10,137.394,4023,8,8.39,3.5069
ORD094053,REST2023,CUST00803,COUR4023,-37.8192601,144.9575378,2020-12-07,01:34:56,0,0,Motorbike,"[('duck roast', 1), ('appam', 2)]",40,26.52,1366,3,8.39,2.9378
ORD156875,REST0978,CUST04130,COUR1572,-37.8195001,144.98520349999995,2020-08-27,22:40:52,0,0,Motorbike,"[('butter naan', 1), ('mutton biryani', 2), ('sweet corn soup', 1)]",20,46.352,3012,6,9.02,3.1691
ORD207362,REST2023,CUST05638,COUR0414,-37.8124127,144.93764309999997,2020-12-25,09:01:58,0,0,Bike,"[('roast chicken', 1), ('duck roast', 2), ('vegetable stew', 1)]",0,45.78,1221,6,8.39,3.1667
ORD161584,REST0978,CUST03685,COUR1264,-37.8061396,144.977778,2020-12-14,20:18:27,0,0,Motorbike,"[('steak', 2), ('mudpie', 3), ('chicken tikka', 3)]",0,133.42,1271,3,9.02,2.7622
ORD334500,REST1420,CUST12054,COUR4146,-37.8122214,144.9622519,2020-05-09,03:37:34,0,1,Bike,"[('beef curry', 2), ('beef fry', 1), ('chicken curry', 1)]",0,44.08,1862,9,9.26,4.7624
ORD112345,REST2023,CUST10758,COUR1450,-37.8108601,144.97609680000005,2020-02-06,16:44:50,0,0,Motorbike,"[('appam', 3), ('vegetable stew', 3)]",10,68.742,3112,6,8.39,3.6463
ORD133084,REST2023,CUST03026,COUR3242,-37.8244094,144.9693686,2020-07-15,04:13:11,0,0,Bike,"[('roast chicken', 2), ('appam', 3)]",0,104.21,2951,15,8.39,4.3542
ORD206898,REST1829,CUST05909,COUR4189,-37.8208424,144.9672056,2020-01-22,17:28:21,0,0,Car,"[('momos', 2), ('manchurian', 3)]",45,37.818000000000005,3496,8,8.05,3.7305
ORD064362,REST0978,CUST12208,COUR3443,-37.8233293,144.9607916,2020-12-28,23:36:15,0,0,Motorbike,"[('sweet corn soup', 2), ('chicken tikka', 3)]",0,89.12,3254,7,9.02,3.09
ORD044804,REST1420,CUST03378,COUR3421,-37.8093489,144.9369713,2020-10-13,06:43:30,0,0,Car,"[('beef curry', 1), ('masala dosa', 2)]",20,38.152,1980,5,9.26,3.3278
ORD143981,REST0978,CUST00880,COUR3117,-37.8140035,144.9524232,2020-08-02,02:46:09,0,1,Bike,"[('mudpie', 2), ('kulfi', 1)]",20,39.04,2562,13,9.02,5.0561
ORD026891,REST0774,CUST00964,COUR2311,-37.8106851,144.9624361,2020-10-17,01:30:59,0,1,Motorbike,"[('pasta', 3), ('sunday brunch', 3), ('shotgun chicken', 3)]",0,143.19,1226,2,9.51,3.9393
ORD116224,REST0774,CUST13114,COUR2598,-37.8183062,144.976571,2020-02-24,01:30:59,0,0,Motorbike,"[('red wine sangria', 3), ('pasta', 3), ('beer', 2), ('new zealand lamb chops', 1)]",10,121.347,1184,2,9.51,2.7331
ORD278551,REST2023,CUST11775,COUR2448,-37.8196941,144.9708975,2020-10-13,03:33:37,0,0,Motorbike,"[('roast chicken', 2), ('vegetable stew', 2), ('appam', 1), ('duck roast', 3)]",20,82.264,2662,5,8.39,3.0512
ORD119427,REST1420,CUST07890,COUR2008,-37.8196445,144.9826177,2020-03-01,16:09:13,0,1,Bike,"[('chicken biryani', 2), ('fish fry', 3), ('roast beef', 1), ('beef fry', 3)]",0,158.79,4152,21,9.26,5.917000000000001
ORD339901,REST1829,CUST06020,COUR0363,-37.804982,144.9365972,2020-11-18,10:44:50,0,0,Car,"[('momos', 1), ('chowmein', 1), ('manchurian', 3), ('noodles', 3)]",0,93.36,2194,5,8.05,3.325
ORD168324,REST0978,CUST06594,COUR1851,-37.8255378,144.9847156,2020-04-02,11:56:02,0,0,Car,"[('chicken tikka', 2), ('mudpie', 1), ('butter naan', 2), ('mutton biryani', 2)]",0,121.38,3534,8,9.02,3.0695
ORD007127,REST1829,CUST13520,COUR3990,-37.8251392,144.9364483,2020-11-15,12:03:57,1,1,Car,"[('sweet corn soup', 2), ('noodles', 3)]",10,55.971,4469,11,8.05,6.598
ORD175222,REST0978,CUST08754,COUR3498,-37.8144776,144.9661276,2020-09-22,20:02:38,0,0,Car,"[('mutton biryani', 1), ('beef chilli', 2)]",0,59.33,1915,5,9.02,3.0047
ORD255226,REST1829,CUST12453,COUR2610,-37.81887370000001,144.9527811,2020-10-25,22:36:55,0,1,Motorbike,"[('noodles', 1), ('chowmein', 1), ('momos', 3)]",0,62.62,2606,5,8.05,4.0437
ORD031703,REST0978,CUST00630,COUR1902,-37.8051413,144.94108319999995,2020-12-23,04:36:55,0,0,Bike,"[('mutton biryani', 3), ('chicken tikka', 3)]",0,97.23,3219,16,9.02,4.5768
ORD205940,REST2023,CUST12941,COUR3670,-37.809775,144.97240109999996,2020-12-10,10:32:58,0,0,Motorbike,"[('duck roast', 1), ('vegetable stew', 2)]",0,21.16,2893,6,8.39,3.385
ORD173362,REST1829,CUST08409,COUR1080,-37.8024412,144.9636936,2020-04-27,19:03:17,1,0,Car,"[('sweet corn soup', 1), ('noodles', 1)]",45,14.658,4149,10,8.05,5.1983
ORD089735,REST1420,CUST03889,COUR2700,-37.8180118,144.9480948,2020-05-02,04:09:13,0,1,Bike,"[('masala dosa', 3), ('chicken biryani', 2), ('fish fry', 2)]",20,96.056,2182,11,9.26,4.4219
ORD255287,REST2023,CUST07717,COUR3808,-37.79979470000001,144.9552864,2020-08-12,14:22:25,0,0,Bike,"[('roast chicken', 2), ('vegetable stew', 3), ('duck roast', 3), ('appam', 1)]",0,109.8,2604,13,8.39,4.0353
ORD216932,REST1829,CUST08541,COUR0307,-37.8207154,144.97928259999995,2020-05-24,06:00:00,0,1,Bike,"[('noodles', 1), ('sweet corn soup', 2)]",0,44.41,4415,22,8.05,5.7655
ORD164841,REST2023,CUST10229,COUR2552,-37.7996592,144.97019419999995,2020-02-15,11:40:13,0,1,Bike,"[('duck roast', 3), ('appam', 3)]",0,77.13,3413,17,8.39,4.9702
ORD140640,REST0774,CUST06838,COUR2946,-37.8087665,144.95803759999995,2020-04-02,18:11:52,1,0,Car,"[('pasta', 3), ('shotgun chicken', 3), ('sunday brunch', 2), ('beer', 2)]",0,141.15,1579,4,9.51,4.5203
ORD164701,REST1420,CUST10495,COUR3087,-37.82173270000001,144.97366269999995,2020-09-01,19:15:09,1,0,Car,"[('chicken biryani', 1), ('chicken curry', 3), ('fish fry', 2), ('beef fry', 2)]",0,108.43,3550,9,9.26,5.1964
ORD182498,REST0774,CUST05740,COUR1208,-37.8136538,144.93060269999995,2020-06-23,05:44:10,0,0,Motorbike,"[('new zealand lamb chops', 2), ('sunday brunch', 1)]",45,25.135,4424,9,9.51,3.7477
ORD266164,REST1420,CUST02579,COUR1923,-37.8032689,144.9612687,2020-12-18,16:40:52,0,0,Car,"[('beef fry', 3), ('chicken biryani', 3), ('roast beef', 2)]",45,71.352,1306,3,9.26,2.84
ORD280830,REST1420,CUST00864,COUR4027,-37.814955,144.956776,2020-01-29,18:51:25,1,0,Bike,"[('masala dosa', 1), ('chicken biryani', 3)]",20,45.256,1730,9,9.26,5.2711
ORD321661,REST1420,CUST10404,COUR0876,-37.80801760000001,144.9709312,2020-07-21,06:03:57,0,0,Motorbike,"[('masala dosa', 3), ('roast beef', 3)]",0,99.39,2649,5,9.26,3.3026
ORD008092,REST0774,CUST00973,COUR1014,-37.8110304,144.9636572,2020-12-08,01:07:15,0,0,Motorbike,"[('new zealand lamb chops', 1), ('beer', 3), ('cocktails', 3)]",0,94.35,1270,3,9.51,3.1945
ORD134235,REST1829,CUST06192,COUR0882,-37.8147037,144.93552759999997,2020-03-20,13:54:43,1,0,Car,"[('manchurian', 2), ('egg fried rice', 3), ('sweet corn soup', 1)]",45,58.113,3346,8,8.05,4.624
ORD321646,REST1829,CUST01649,COUR0249,-37.8107328,145.00233630000002,2020-06-03,11:28:21,0,0,Bike,"[('chowmein', 2), ('noodles', 1), ('sweet corn soup', 1), ('momos', 3)]",0,92.26,6608,33,8.05,5.896
ORD022009,REST1829,CUST04954,COUR0285,-37.8121276,144.9738474,2020-04-07,23:12:31,0,0,Car,"[('chowmein', 1), ('momos', 2), ('egg fried rice', 1)]",10,54.0,4145,10,8.05,3.7021
ORD015226,REST2023,CUST00456,COUR0551,-37.7882593,144.9292392,2020-10-22,10:09:13,0,0,Car,"[('duck roast', 2), ('appam', 3), ('vegetable stew', 3)]",10,81.738,3896,9,8.39,3.4719
ORD153608,REST1420,CUST04565,COUR3533,-37.8143598,144.9496806,2020-12-07,23:44:10,0,0,Car,"[('beef curry', 2), ('roast beef', 2)]",0,43.98,2206,5,9.26,3.1765
ORD148231,REST0774,CUST11372,COUR1457,-37.814573,144.9547906,2020-07-19,00:59:20,0,1,Car,"[('red wine sangria', 1), ('beer', 2)]",10,29.808000000000003,1243,3,9.51,4.189
ORD144268,REST0774,CUST03270,COUR3855,-37.8078182,144.9437606,2020-10-23,17:52:05,0,0,Car,"[('red wine sangria', 1), ('new zealand lamb chops', 3), ('cocktails', 1), ('pasta', 2)]",45,63.382,2666,6,9.51,3.0842
ORD162213,REST0978,CUST13925,COUR4802,-37.8114868,144.9645604,2020-12-12,19:07:15,1,1,Motorbike,"[('kulfi', 1), ('beef chilli', 3)]",0,91.46,1568,3,9.02,5.3281
ORD203530,REST0978,CUST05404,COUR3695,-37.815342,144.9661842,2020-04-09,11:32:18,0,0,Motorbike,"[('steak', 2), ('beef chilli', 2)]",0,75.7,2035,4,9.02,3.3466
ORD185581,REST0774,CUST05894,COUR1920,-37.8002721,144.955118,2020-06-23,18:00:00,1,0,Car,"[('red wine sangria', 3), ('shotgun chicken', 3), ('pasta', 3), ('sunday brunch', 3)]",40,119.862,2589,6,9.51,4.7994
ORD211050,REST1829,CUST06336,COUR1236,-37.8066231,144.95913969999995,2020-03-05,00:31:38,0,0,Car,"[('egg fried rice', 3), ('momos', 2), ('chowmein', 3)]",0,124.2,3409,8,8.05,3.2094
ORD207096,REST1829,CUST08712,COUR2038,-37.8173972,144.9674084,2020-09-24,23:32:18,0,0,Car,"[('noodles', 3), ('momos', 3), ('chowmein', 2)]",0,92.28,3107,7,8.05,3.6094
ORD011053,REST2023,CUST05408,COUR4100,-37.7998144,144.9809354,2020-01-09,07:07:15,0,0,Car,"[('vegetable stew', 2), ('appam', 3), ('duck roast', 3)]",40,54.642,4220,10,8.39,3.9348
ORD190338,REST0774,CUST10431,COUR1811,-37.8181006,144.9668932,2020-04-06,10:21:05,0,0,Car,"[('sunday brunch', 2), ('beer', 1), ('shotgun chicken', 3), ('red wine sangria', 3)]",45,77.72,410,1,9.51,2.5401
ORD336829,REST1420,CUST06206,COUR0678,-37.8153659,144.93541489999996,2020-11-26,11:24:23,0,0,Car,"[('roast beef', 3), ('chicken biryani', 1)]",20,42.304,2292,6,9.26,3.2591
ORD272477,REST1829,CUST02839,COUR0478,-37.8203034,144.997392,2020-12-21,03:57:21,0,0,Car,"[('momos', 3), ('manchurian', 3), ('sweet corn soup', 2)]",20,94.584,6201,15,8.05,4.6037
ORD092343,REST1829,CUST01553,COUR3987,-37.8130824,144.9927179,2020-11-20,12:23:44,1,0,Car,"[('manchurian', 2), ('momos', 1)]",0,41.19,5604,13,8.05,5.7303
ORD150951,REST2023,CUST09339,COUR1723,-37.8193386,144.9610895,2020-05-16,20:42:11,0,1,Motorbike,"[('appam', 1), ('roast chicken', 2), ('vegetable stew', 3), ('duck roast', 1)]",0,95.36,1754,4,8.39,4.0373
ORD190408,REST2023,CUST06002,COUR1893,-37.8259354,145.0071481,2020-04-05,05:56:02,0,1,Bike,"[('roast chicken', 2), ('appam', 3)]",40,62.526,6274,31,8.39,6.6342
ORD182779,REST1829,CUST05836,COUR1141,-37.8116738,144.98284019999997,2020-11-20,08:50:06,0,0,Bike,"[('egg fried rice', 3), ('momos', 3)]",45,56.38,4696,23,8.05,5.3443
ORD097033,REST2023,CUST12036,COUR2634,-37.8010297,144.9567863,2020-09-14,11:32:18,0,0,Motorbike,"[('roast chicken', 3), ('vegetable stew', 3), ('appam', 1), ('duck roast', 3)]",0,134.17,2409,5,8.39,2.9292
ORD147825,REST2023,CUST11239,COUR2988,-37.8185708,144.949626,2020-11-07,01:46:48,0,1,Motorbike,"[('roast chicken', 2), ('appam', 3), ('duck roast', 3)]",0,125.87,493,1,8.39,3.6245
ORD288320,REST1420,CUST08703,COUR0685,-37.8136782,145.014032,2020-10-08,09:09:53,0,0,Car,"[('beef curry', 3), ('fish fry', 2), ('roast beef', 2), ('beef fry', 1)]",0,110.96,6213,15,9.26,4.0727
ORD165951,REST0774,CUST07204,COUR2259,-37.8125487,144.9569572,2020-03-05,18:43:30,1,0,Motorbike,"[('shotgun chicken', 2), ('cocktails', 1), ('beer', 3), ('sunday brunch', 1)]",20,69.688,1209,2,9.51,4.3039
ORD221273,REST1420,CUST05438,COUR4635,-37.8142068,144.9638208,2020-03-09,23:28:21,0,0,Motorbike,"[('chicken biryani', 3), ('roast beef', 2), ('beef curry', 2)]",0,80.94,2237,4,9.26,2.9277
ORD269586,REST1420,CUST05578,COUR3951,-37.8040088,144.97640880000003,2020-12-08,23:16:29,0,0,Bike,"[('roast beef', 1), ('beef curry', 1), ('masala dosa', 3), ('fish fry', 2)]",0,117.42,2739,14,9.26,4.0187
ORD230467,REST1829,CUST01097,COUR2490,-37.8094885,145.00892230000005,2020-01-17,06:03:57,0,0,Bike,"[('egg fried rice', 2), ('manchurian', 2)]",0,67.68,7495,37,8.05,6.3963
ORD089152,REST0774,CUST08837,COUR0507,-37.8085463,144.95879440000004,2020-09-18,22:56:42,0,0,Car,"[('beer', 2), ('new zealand lamb chops', 2), ('pasta', 1)]",0,60.09,1649,4,9.51,3.0063
ORD189491,REST1420,CUST04485,COUR3236,-37.8188581,144.9741129,2020-04-28,02:02:38,0,0,Motorbike,"[('beef curry', 1), ('chicken biryani', 3), ('chicken curry', 3), ('roast beef', 1)]",0,74.64,3396,7,9.26,3.3182
ORD245726,REST1420,CUST07823,COUR4039,-37.8166106,144.98671519999996,2020-04-07,21:21:45,0,0,Car,"[('roast beef', 3), ('chicken biryani', 3), ('chicken curry', 3)]",10,83.889,4158,10,9.26,3.8702
ORD260964,REST0774,CUST07418,COUR0933,-37.8208963,144.96700959999995,2020-12-19,00:19:46,0,1,Motorbike,"[('cocktails', 2), ('red wine sangria', 1), ('pasta', 3), ('beer', 3)]",45,70.609,522,1,9.51,3.5104
ORD230629,REST0774,CUST05468,COUR4031,-37.8127385,144.9650912,2020-04-19,05:28:21,0,1,Car,"[('shotgun chicken', 2), ('pasta', 2), ('beer', 1), ('cocktails', 3)]",20,102.6,1063,3,9.51,4.0212
ORD123247,REST1420,CUST01688,COUR4171,-37.82275170000001,145.0039638,2020-10-23,20:42:11,0,0,Bike,"[('beef curry', 1), ('fish fry', 3)]",0,63.37,6018,30,9.26,5.439
ORD332300,REST2023,CUST12474,COUR3635,-37.8188818,144.9531234,2020-05-05,07:34:56,0,0,Car,"[('appam', 3), ('vegetable stew', 1)]",45,34.342,865,2,8.39,3.0844
ORD305085,REST1829,CUST13534,COUR1193,-37.8150324,144.9395988,2020-10-12,03:21:45,0,0,Bike,"[('noodles', 3), ('chowmein', 1)]",0,38.55,2984,15,8.05,4.2031
ORD098681,REST0774,CUST13414,COUR0201,-37.8104684,145.00919009999996,2020-11-19,16:52:44,0,0,Car,"[('cocktails', 2), ('shotgun chicken', 2), ('new zealand lamb chops', 1)]",10,75.186,5021,12,9.51,3.5748
ORD020877,REST2023,CUST04167,COUR0237,-37.8199344,144.98121369999996,2020-10-13,00:35:36,0,0,Bike,"[('duck roast', 1), ('roast chicken', 3), ('vegetable stew', 3), ('appam', 1)]",0,119.73,3584,18,8.39,4.6813
ORD126297,REST0978,CUST01801,COUR0266,-37.7995421,144.9634036,2020-11-09,06:23:44,0,0,Motorbike,"[('beef chilli', 3), ('mudpie', 2), ('mutton biryani', 3), ('steak', 3)]",20,141.936,801,2,9.02,3.0839
ORD267842,REST2023,CUST02975,COUR4497,-37.7999311,144.947795,2020-09-15,18:00:00,1,0,Motorbike,"[('duck roast', 3), ('roast chicken', 2), ('vegetable stew', 3)]",40,54.786,2400,5,8.39,4.8731
ORD315614,REST2023,CUST05018,COUR0138,-37.8096936,144.9725985,2020-01-30,02:10:32,0,0,Car,"[('vegetable stew', 2), ('roast chicken', 3), ('appam', 2), ('duck roast', 2)]",20,110.776,2931,7,8.39,3.0473
ORD251214,REST1829,CUST08582,COUR1617,-37.81334260000001,144.9446125,2020-06-09,16:56:42,0,0,Car,"[('chowmein', 1), ('egg fried rice', 3), ('sweet corn soup', 2), ('manchurian', 2)]",45,74.415,2634,6,8.05,3.4104
ORD274880,REST1420,CUST12608,COUR4992,-37.8041775,144.9492187,2020-02-24,23:36:15,0,0,Bike,"[('chicken biryani', 2), ('roast beef', 3)]",0,65.2,300,1,9.26,3.1191
ORD284101,REST1420,CUST09230,COUR1142,-37.7995098,144.93537769999998,2020-10-13,17:28:21,0,0,Bike,"[('fish fry', 1), ('roast beef', 1)]",0,31.82,4510,23,9.26,4.6594
ORD176191,REST0774,CUST11213,COUR0345,-37.8025084,144.94774119999997,2020-10-21,02:50:06,0,0,Car,"[('pasta', 3), ('new zealand lamb chops', 3), ('cocktails', 2)]",10,119.007,2864,7,9.51,3.3136
ORD080312,REST1829,CUST10801,COUR3679,-37.8089164,144.9565559,2020-08-15,07:34:56,0,1,Car,"[('egg fried rice', 3), ('manchurian', 1), ('noodles', 1)]",10,74.85300000000001,2983,7,8.05,4.376
ORD269253,REST0978,CUST04399,COUR4255,-37.8219393,144.97243899999995,2020-03-14,19:03:17,1,1,Car,"[('butter naan', 2), ('beef chilli', 1), ('kulfi', 1)]",40,51.588,2988,7,9.02,5.9709
ORD348272,REST2023,CUST02473,COUR3495,-37.8058946,144.9413997,2020-04-14,15:25:42,0,0,Motorbike,"[('appam', 3), ('duck roast', 2)]",0,69.91,1632,3,8.39,3.0777
ORD049726,REST2023,CUST10597,COUR3281,-37.8062448,144.93217019999997,2020-05-31,12:15:49,1,1,Motorbike,"[('roast chicken', 2), ('vegetable stew', 2), ('duck roast', 2)]",0,77.12,2077,4,8.39,5.7824
ORD016119,REST0978,CUST13481,COUR4396,-37.8071223,144.944995,2020-02-22,10:17:08,0,1,Car,"[('beef chilli', 2), ('mutton biryani', 1), ('chicken tikka', 1)]",0,80.05,3027,7,9.02,4.2778
ORD165133,REST0774,CUST10146,COUR0692,-37.79908010000001,144.9891289,2020-12-18,09:01:58,0,0,Car,"[('pasta', 2), ('new zealand lamb chops', 1), ('cocktails', 3)]",40,63.492,3895,9,9.51,3.3449
ORD207613,REST0774,CUST03331,COUR0029,-37.8068369,144.9513796,2020-11-19,14:38:14,0,0,Motorbike,"[('red wine sangria', 1), ('sunday brunch', 2), ('new zealand lamb chops', 2)]",10,72.774,2130,4,9.51,3.0916
ORD120813,REST1420,CUST07818,COUR0115,-37.8089004,144.9641542,2020-02-28,21:05:56,0,0,Motorbike,"[('beef fry', 2), ('chicken biryani', 1)]",40,33.684,1857,4,9.26,3.014
ORD049099,REST1420,CUST12822,COUR0777,-37.815786,145.0094576,2020-09-13,19:46:48,1,1,Motorbike,"[('beef curry', 1), ('chicken curry', 3), ('roast beef', 2)]",10,46.08,6197,12,9.26,6.316
ORD332402,REST1420,CUST08883,COUR3879,-37.8142944,145.0062345,2020-12-08,21:21:45,0,0,Car,"[('masala dosa', 2), ('beef curry', 3), ('fish fry', 3), ('chicken curry', 2)]",45,71.495,5661,14,9.26,4.124
ORD153165,REST1420,CUST07195,COUR2823,-37.8006633,144.943074,2020-09-22,17:56:02,0,0,Bike,"[('chicken curry', 3), ('beef curry', 1), ('masala dosa', 1), ('roast beef', 2)]",45,38.946,963,5,9.26,3.2894
ORD141920,REST1829,CUST13848,COUR1383,-37.8179935,144.9650369,2020-05-09,08:10:32,0,1,Car,"[('manchurian', 1), ('chowmein', 2), ('egg fried rice', 3), ('sweet corn soup', 1)]",0,115.8,3191,8,8.05,4.5826
ORD215365,REST2023,CUST00615,COUR0915,-37.8142786,144.95550480000003,2020-08-07,05:20:26,0,0,Bike,"[('roast chicken', 1), ('appam', 1)]",0,42.86,1284,6,8.39,3.2872
